"Page Name","UserName","Facebook Id","Page Category","Page Admin Top Country","Page Description","Page Created","Likes at Posting","Followers at Posting","Post Created","Post Created Date","Post Created Time","Type","Total Interactions","Likes","Comments","Shares","Love","Wow","Haha","Sad","Angry","Care","Video Share Status","Is Video Owner?","Post Views","Total Views","Total Views For All Crossposts","Video Length","URL","Message","Link","Final Link","Image Text","Link Text","Description","Sponsor Id","Sponsor Name","Sponsor Category","Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","N/A","22158","2019-02-04 11:52:31","2019-02-04","11:52:31","Native Video","6384","5509","361","279","189","3","41","1","1","0","owned","Yes","42585","71134","0","00:00:14","https://www.facebook.com/573474646459145/posts/576834372789839","送戊戍，迎己亥！天蓬元帥駕到，祁金豬風調雨順，家戶美滿！台銘祝各位諸事吉祥！ #臉書拜年初體驗","https://www.facebook.com/TerryGou1018/videos/439433873261264/",NA,NA,NA,NA,NA,NA,NA,"-2.85"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","19574","25115","2019-02-05 14:02:35","2019-02-05","14:02:35","Photo","18534","9791","6396","2138","178","18","10","0","3","0",NA,"-","0","0","0","N/A","https://www.facebook.com/573474646459145/posts/577441242729152","開春吉祥！每年初一到板橋慈惠宮向媽祖敬香，保祐國泰民安，鴻海事業蒸蒸日上，同時和大家分享鴻海總部關公加持『福貴永齡事業鴻圖金』20份！請tag 2位朋友，分享『2019鴻圖大展』，初三13：00 抽出20位！祝大家新的一年，財源廣進！ 2008金融海嘯時，全球景氣低瀰、鴻海當時營收2兆多；2018鴻海集團加上關連公司整體營收突破6兆；感恩關聖帝君威鎮八方，媽祖娘娘慈愛福祐，福貴永齡！ #關聖帝君威鎮八方 #媽祖娘娘慈愛福祐 #鴻海2019鴻圖大展","https://www.facebook.com/TerryGou1018/photos/a.574503816356228/577440706062539/?type=3",NA,NA,"Photos from 郭台銘's post",NA,NA,NA,NA,"-1.7"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","22317","29705","2019-02-06 21:01:18","2019-02-06","21:01:18","Link","4466","3467","194","52","46","67","639","0","1","0",NA,"-","0","0","0","N/A","https://www.facebook.com/573474646459145/posts/578102359329707","如果有好消息一定先告訴臉書朋友們～～～這真的是誤傳⋯⋯所以說，我的新聞是真是假還是請鎖定粉絲專頁 https://tw.mobi.yahoo.com/news/:=:https://tw.news.yahoo.com/郭台銘如願以償-傳曾馨瑩喜懷第四胎-075502943.html #豬寶寶很好但誤傳 #恭賀新禧但沒有這一喜","https://tw.mobi.yahoo.com/news/%E9%83%AD%E5%8F%B0%E9%8A%98%E5%A6%82%E9%A1%98%E4%BB%A5%E5%84%9F-%E5%82%B3%E6%9B%BE%E9%A6%A8%E7%91%A9%E5%96%9C%E6%87%B7%E7%AC%AC%E5%9B%9B%E8%83%8E-075502943.html","https://tw.news.yahoo.com/%E9%83%AD%E5%8F%B0%E9%8A%98%E5%A6%82%E9%A1%98%E4%BB%A5%E5%84%9F-%E5%82%B3%E6%9B%BE%E9%A6%A8%E7%91%A9%E5%96%9C%E6%87%B7%E7%AC%AC%E5%9B%9B%E8%83%8E-075502943.html",NA,"郭台銘如願以償 傳曾馨瑩喜懷第四胎 - Yahoo奇摩新聞","財經中心／綜合報導 過年有喜啦！鴻海集團董事長郭台銘夫妻傳出好消息，妻子曾馨瑩懷了第四胎，據悉肚裡的寶寶是一名男娃，兩人如願以償四度做人成功。 據《聯合報》報導，68歲",NA,NA,NA,"-2.43"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","25875","30882","2019-02-07 19:39:55","2019-02-07","19:39:55","Status","2290","2019","162","16","38","6","11","37","1","0",NA,"-","0","0","0","N/A","https://www.facebook.com/573474646459145/posts/578707332602543","鴻海總部關公加持『福貴永齡事業鴻圖金』得獎名單出爐，趕快看看，幸運獲得鴻圖金的朋友～ 恭喜以下得獎者： 劉恣辰、邱裕珽、莊維維、凱莉、Amy Liao、彭宣堯、Chia-Hui Chang、陳澔平、Angel Tseng、高秀雅、陳郁涵、張婷、黃淑慧、吳宗翰、淑貞、Mandy Liao、毛慶宜、Peko Chen、黃俐儒、魏凡凱 請得獎者要快快和小編連絡喔！ 請於2/11號12:00前 私訊小編-收件人姓名、地址、電話 春節假期後寄出 再次恭喜得獎者 也祝福大家新年快樂🎉",NA,NA,NA,NA,NA,NA,NA,NA,"-17.62"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","28115","31955","2019-02-08 11:50:10","2019-02-08","11:50:10","Photo","9927","7231","2078","460","133","8","15","2","0","0",NA,"-","0","0","0","N/A","https://www.facebook.com/573474646459145/posts/579082035898406","天有祥雲好福氣 永齡走春好風景 永齡農場同仁們傳給我賀年照片，說永齡農場天空有隻勇往直前的大山豬，祝福鴻海集團新的一年一路旺到底！和大家分享，希望祥雲福氣能澤祐所有人！ 永齡農場是在88風災時捐給高雄市政府的有機園區，當年滿目瘡痍，如今欣欣向榮，最重要的是許多災民現在變成了有機農業的專家，春節假期也沒休息，迎接所有到農場的客人，有吃有玩有體驗有花海，永齡農場在韓市長選舉造勢時三山中的旗山地區，也是韓市長口中「白玉苦瓜」的產地，韓市長拼觀光，還有幾天假期大家也可以去農場給災民鼓勵！適合全家出遊！ 永齡農場提供了30份的有機米禮盒給大家抽獎，請tag 一位朋友，寫下「永齡農場金豬走春大旺」，2/9 18:00 開獎！ #永齡農場是捐給高雄市政府的台灣最大單一有機農業園區 #我連草都敢吃最愛農場有機玉米 #過年每天都抽獎","https://www.facebook.com/TerryGou1018/photos/a.574503816356228/579079492565327/?type=3",NA,NA,"Photos from 郭台銘's post",NA,NA,NA,NA,"-3.17"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","29938","32507","2019-02-09 21:00:21","2019-02-09","21:00:21","Status","1996","1856","80","12","18","4","9","16","1","0",NA,"-","0","0","0","N/A","https://www.facebook.com/573474646459145/posts/579874075819202","金豬祥雲，2019福氣到！永齡農場「有機米禮盒」30名得獎名單出爐 恭喜以下得獎者： 許秈樺、Ivy Chiou、Ann Kao、Adam Chang、林芃、林守鏗、張漢祥、Jennifer Chen、Kelly Wu、陳佩莉、孫佩詩、宥瑜、陳為齡、王俐君、劉吉仁、李淑雲、Irene Yu、Serena Lin、黃小琳、爾東城、蘇菀榛、許宸瑋、張美美、Amy Ciae、陳冠宇、Ming Ming、Ming Leo、金貝貝、李雅鈴、Yi En Lin 請得獎者要快快和小編連絡喔！ 請於2/12號12:00前 私訊小編-收件人姓名、地址、電話 春節假期後寄出 再次恭喜得獎者 永齡農場金豬走春大旺～",NA,NA,NA,NA,NA,NA,NA,NA,"-20.21"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","30392","35350","2019-02-10 20:00:31","2019-02-10","20:00:31","Photo","13879","9310","3731","682","109","10","34","2","1","0",NA,"-","0","0","0","N/A","https://www.facebook.com/573474646459145/posts/580406189099324","今天是春節假期的最後一天，相信大部分的朋友們都已回到家中，準備開學開工，迎接金豬年，奮發向前；我也在明天回到工作崗位，事實上，雖然帶家人出國，但仍然是以工作為主，家人們配合我工作也到處走走，如今競爭是全球化的，企業越大責任也越大，喘息一下繼續衝刺。也希望大家都休息得很好，精神充沛，邁向活力的2019。 鴻海是一個全球化的企業，在有生意利基之處均有佈局，全球環境在變，趨勢在變，企業經營一定會根據各種變化，審慎考量，做最佳佈局，最好安排，各種流言不值得著墨，唯有持續成長，持續獲利，與時俱進，才是企業運行的真道理。 事業與志業在我人生中同等重要，我會持續在臉書和大家分享我的看法。 ----------------------------------- 為了達成年假天天要抽獎的承諾，並且讓大家回到工作崗位精氣神十足，永齡的健康團隊 #鴻參 準備了 40組美國威州花旗參「參沛飲」，只要Tag 2位朋友，寫下 「有鴻參迎財神，2019開工不Blue」，2月11日22：00抽獎。 關於威州花旗參介紹： 威州位於美國五大湖區，擁有全美最純淨的土壤與水質，冬夏兩季溫差高達60度，此刻產地沃索(Wausau)的氣溫就低到零下30度，只有這種環境，才能萃煉出最高品質的花旗參，有專業的營養師與護理師團隊，歡迎大家點選掃描QRcode加入鴻參","https://www.facebook.com/TerryGou1018/photos/a.574503819689561/580404495766160/?type=3",NA,NA,"Photos from 郭台銘's post",NA,NA,NA,NA,"-2.27"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","33110","36119","2019-02-11 23:07:40","2019-02-11","23:07:40","Status","2172","1962","118","20","12","18","11","31","0","0",NA,"-","0","0","0","N/A","https://www.facebook.com/573474646459145/posts/581082869031656","諸事大吉🐷開工日參沛飲幸運得主如下： 🎉王麗薇、葉錢錢、白白、Valerie Wang、陳宥蓁、Huang Ivy、許瀞勻、Eason Jiang、廖小緣、邵靜芬、林慧如、孫志成、洪伯菖、Cicilia Lee、吳長青、王俐文、闕闕、林婉萍、Elven Chang、莊耘珩、Vincent Lin、蔡永豐、陳姵如、鄧佩君、文芬蘇、古竑沂、彭莉惠、卓冰冰、Pon POn Hi、Sandy Sung、李啟銘、劉建儀、陳姝蘭、白青青、温水水、陳秋娟、吳耿睿、Lin Ley、廖美蘭、May Lin 顯示得獎者以臉書帳號名，請得獎者私訊小編，留下收件人姓名，收件地址及電話，時間至2/14 中午12:00 前，等不到的～～小編會留著慢慢喝，應該會有很多人想留給小編吧！🥰 #小編喝過最好喝的參飲 #郭董說多喝一點喝了再做 #鴻參",NA,NA,NA,NA,NA,NA,NA,NA,"-18.58"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","34040","38243","2019-02-14 16:01:33","2019-02-14","16:01:33","Photo","6088","5577","160","75","257","4","13","0","2","0",NA,"-","0","0","0","N/A","https://www.facebook.com/573474646459145/posts/582621635544446","今天是西洋情人節，先祝天下有情人終成眷屬。實際上我沒有特意慶祝這個節日，因為當心中有愛，每天都是節日，但若無情，就算是特意過節，也是虛應故事而已。 今天同時是集團開工的好日子，媒體朋友沒看到我，因為已正式上班好多天了，集團同事早就為今年的業績開始打拼，先前就和臉書朋友報告過，其實過年期間我就出國工作，回程途中帶著太太孩子在杜拜停留了一下，寧靜的沙漠裹，在家人身邊充電，回到台灣，把家人安全送到，就又轉身啓程，因為我說了，2019鴻海集團要成長，以身作則，一馬當先。 雖然不特意過節，但透過臉書送給大家祝福，也希望大家都傳達給另一半感謝。我的太太給了我很大的支持，鴻海的年終尾牙抽獎抽的都是眷屬獎，因為支持另一半的工作和事業當然要被感謝；這幾年，馨瑩生日問她要什麼禮物，她說做公益好了，今年基金會在尾牙邀請各縣市農民來推廣農產品，每攤她都親自去加油，馨瑩是個低調善良的人，今天情人節，我祝福她快樂，也祝福所有朋友心中有愛，風雨無懼。 #沙漠的太陽特別大 #心中有愛風雨無懼","https://www.facebook.com/TerryGou1018/photos/a.574503819689561/582620698877873/?type=3",NA,NA,"Photos from 郭台銘's post",NA,NA,NA,NA,"-5.17"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","36436","50019","2019-02-18 15:32:18","2019-02-18","15:32:18","Photo","6539","5350","758","239","66","17","107","1","1","0",NA,"-","0","0","0","N/A","https://www.facebook.com/573474646459145/posts/584905565316053","#AllWeNeedIsTruthNotNews 鴻海集團是一個佈局全球的企業，動見觀瞻，在追求成長的過程中，我們對於擴充製造及研發基地的腳步從未停過，幾乎所有投資國的城市都會積極爭取鴻海集團的投資、協助我們解決投資所遭遇的問題。 對於相關計畫，只要有正式的協議及文件簽署，我們都會盡力去履行承諾，但若外界僅搜集枝節及有限資訊、或對事實曲解，編排出傷害鴻海集團的商譽的故事，這是我痛心及不樂見的情況。 因此，我決定透過自主發布資訊的方式，目前火熱的自媒體，讓關心我們的朋友不會誤信沒做功課且不專業的報導，而能夠充分了解到最真實的情況。All we need is truth not news. #郭董說新聞 #小編看郭董開新專欄加碼慶祝 想要郭董表情包的人請+1喔 👇🏻👇🏻👇🏻","https://www.facebook.com/TerryGou1018/photos/a.574503819689561/584995545307055/?type=3","https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FTerryGou1018%2Fphotos%2Fa.574503819689561%2F584995545307055%2F%3Ftype%3D3",NA,"Photos from 郭台銘's post",NA,NA,NA,NA,"-4.81"
"郭台銘","TerryGou1018","100044631150325","PERSON","TW","台灣人民希望改變，改變帶給人民希望🇹🇼
主流民意大聯盟，將全力提出最好的國家政策
將畢生才能，奉獻給最摯愛的中華民國，鞠躬盡瘁，死而後已！","2019-01-29 04:57:03","36912","50019","2019-02-18 18:48:53","2019-02-18","18:48:53","Status","11499","9414","799","700","153","46","374","3","10","0",NA,"-","0","0","0","N/A","https://www.facebook.com/573474646459145/posts/584984428641500","#AllWeNeedIsTruthNotNews 媒體標題殺人法又來？現在有人寫「郭董未承諾投資高雄800億」，還有寫「打臉韓總」，請看清楚說明白，我說的是“過去沒有承諾投資高雄軟體園區800億，是因為軟體園區投資只要有點產業常識的人就知道是不需要800億，釐清事實，但我們在高雄路竹就有廠，也是幾百億的投資，怎麼會沒投資高雄。 更何況，張冠李戴，這都是過去的事，為何會扯向打臉韓市長，請媒體停止使用這種誤導性的標題，也不要帶風向愚弄民眾。 #郭董說新聞Part2",NA,NA,NA,NA,NA,NA,NA,NA,"-3.51"
