"date","time","text","download_time"
"2023/10/05（四）","16:36:00","勞工，是社會進步最重要支柱，顧權益、護尊嚴，就讓侯友宜來做！
民進黨執政七年多，勞基法兩度修惡，缺乏社會共識、未盡妥善溝通下，貿然修法，犧牲千萬勞工朋友權益，然而面對勞工怒火，民進黨充耳不聞，主導勞基法修惡的賴清德，一席「做功德」的說法，更讓政府高高在上、聽不見人民聲音的傲慢，表露無疑。
這樣的政府，不是把勞工當作心中最軟的一塊，而是把勞工當作最好欺負的一塊！
民進黨政府長年漠視勞工權益，踐踏勞工尊嚴，改革刻不容緩，我上任後，將立刻推動五大勞工政策！
⬇️⬇️⬇️點擊以下圖片觀看政策詳情","2023/10/12 14:44"
"2023/10/05（四）","16:36:00","勞工，是社會進步最重要支柱，顧權益、護尊嚴，就讓侯友宜來做！","2023/10/12 14:44"
"2023/10/06（五）","09:55:00","【侯友宜來改變】「友加1，投資教育，贏得未來」政策記者會現正直播中！歡迎點擊下方圖片連結觀看直播，一起關注侯友宜的教育政見！","2023/10/12 14:44"
"2023/10/06（五）","09:55:00","【侯友宜來改變】「友加1，投資教育，贏得未來」政策記者會現正直播中","2023/10/12 14:44"
"2023/10/06（五）","18:50:00","投資教育，贏得未來！
教育是國家之本，關乎台灣下一代人才培育，以及國家、產業與社會的總體發展。然而，我國幼兒教育、108課綱、技職教育、高等教育等面向，仍有許多問題亟待解決，包括：教育經費占比創新低、幼教品質待提升、雙語教學亂象、生源不足導致高教危機、技職教育與產業脫軌、教師薪資福利待提升等等。
「孩子的教育不能等」，每一項困境，都深刻影響國家與人才的競爭力，更牽動下一代的未來，改革的腳步，必須立刻展開，我上任後，將以11大政策主張，務實解決問題，帶給師生更好的教育環境。
⬇️⬇️⬇️侯友宜詳細的11大教育政策主張，請點選以下圖片按鈕觀看","2023/10/12 14:44"
"2023/10/06（五）","18:50:00","投資教育，贏得未來！侯友宜提出11項教育政見！","2023/10/12 14:44"
"2023/10/08（日）","10:14:00","光輝十月！怎麼可以不把你對中華民國的稱頌大聲唱出來？","2023/10/12 14:44"
"2023/10/08（日）","10:14:00","[影片]","2023/10/12 14:44"
"2023/10/09（一）","21:10:00","雙十國慶日，讓我們一起升國旗！
明天早上七點，我將會在臉書粉專開啟直播，歡迎所有熱愛中華民國、認同青天白日滿地紅這面國旗的朋友們，即使無法親自參與盛事，也能在線上共襄盛舉，一起祝中華民國生日快樂！","2023/10/12 14:44"
"2023/10/09（一）","21:10:00","雙十國慶日，讓我們一起升國旗！","2023/10/12 14:44"
"2023/10/10（二）","07:00:00","112年中華民國雙十國慶四都五地升旗典禮現正直播中！
⬇️⬇️⬇️請點擊下方圖片，在線上與我一起升國旗，祝中華民國生日快樂！","2023/10/12 14:44"
"2023/10/10（二）","07:00:00","112年中華民國雙十國慶四都五地升旗典禮現正直播中！","2023/10/12 14:44"
"2023/10/10（二）","18:53:00","我們一起升國旗！全國15縣市雙十國慶日升旗典禮！
全國15縣市，在今天一起升起青天白日滿地紅的國旗，並齊聲歌頌中華民國的國歌。我們熱愛中華民國的心，不管身在何處，都是同樣的熾熱以及堅定，尤其看著國旗緩緩升起時，心中更是滿載著激動與感動。
中華民國是我們的國家，青天白日滿地紅是我們的國旗！未來，我們都要一起升國旗，讓國旗飄揚、讓感動長存。中華民國的安定以及繁榮，就讓我侯友宜來守護！","2023/10/12 14:44"
"2023/10/10（二）","18:53:00","我們一起升國旗！全國15縣市雙十國慶日升旗典禮！","2023/10/12 14:44"
"2023/10/12（四）","11:00:00","侯友宜來改變！2024辦黑金
民進黨執政逾七年，光怪陸離的政府採購不勝枚舉，數千億國家預算消耗在人民無法理解、官員解釋不清之處，國家黑影幢幢，距離清廉政治越來越遠！
人民受夠犯錯、請辭、升官的循環，更無法接受民進黨派系分贓，神意大於民意的時代該告終了，國家不應由一小撮民進黨派系掌控，2024一起把國家贏回來。
2024讓侯友宜來改變，徹查弊案，讓有經驗、有能力的來！支持侯友宜，2024辦黑金！","2023/10/12 14:44"
"2023/10/12（四）","11:00","侯友宜來改變！2024辦黑金
民進黨執政逾七年，光怪陸離的政府採購不勝枚舉，數千億國家預算消耗在人民無法理解、官員解釋不清之處，國家黑影幢幢，距離清廉政治越來越遠！
人民受夠犯錯、請辭、升官的循環，更無法接受民進黨派系分贓，神意大於民意的時代該告終了，國家不應由一小撮民進黨派系掌控，2024一起把國家贏回來。
2024讓侯友宜來改變，徹查弊案，讓有經驗、有能力的來！支持侯友宜，2024辦黑金！","2023/10/21 20:25"
"2023/10/12（四）","11:00","[影片]","2023/10/21 20:25"
"2023/10/13（五）","18:45","無法親臨現場？線上參加侯友宜全國首座聯合競選總部成立大會！
2024是左右歷史的關鍵時刻，兩岸間的戰爭與和平，取決於你手中的選票！守護中華民國，捍衛臺澎金馬需要國人共同努力。
侯友宜將在10月14日晚上七點在新北市板橋第一運動場，舉辦全國首座聯合競選總部成立大會，如果不能親臨現場，也歡迎透過臉書直播，一起參與下架貪腐無能政府、贏回國家的過程！
侯友宜總統暨立委新北市競選總部成立大會","2023/10/21 20:25"
"2023/10/13（五）","🔺時間：1","0月14日 19:00
🔺地點：新北市板橋第一運動場
🔺造勢活動全程直播，歡迎無法親臨的朋友線上參加","2023/10/21 20:25"
"2023/10/13（五）","18:45","無法親臨現場？線上參加侯友宜全國首座聯合競選總部成立大會！","2023/10/21 20:25"
"2023/10/14（六）","19:01","【政黨拚輪替 台灣再出發】侯友宜總統暨立委新北市競選總部成立大會現正直播中！
⬇️⬇️⬇️歡迎點擊下方圖片按鈕，到我的臉書粉專、Youtube頻道收看，在線上一起參與政黨輪替、贏回國家的過程！","2023/10/21 20:25"
"2023/10/14（六）","19:01","【政黨拚輪替 台灣再出發】侯友宜總統暨立委新北市競選總部成立大會直播中！","2023/10/21 20:25"
"2023/10/16（一）","12:51","大會報告，首批捐款小物已經上線📢📢📢
首批捐款小物重磅推出落肩圓領上衣、棒球帽及老帽，落肩上衣除白色與藏青色的競選Logo版本外，還推出小關公款，以低競選意味的捐款小物，提升小物實用性，並力圖貼近支持者生活情境。
今日起，曾以線上捐款方式支持侯友宜，並通過捐款資格審查的捐款者，可於小物兌換網頁憑身分證字號及捐款單號兌換捐款小物，但支持者們也不用急著把點數兌換完畢，競選辦公室預計於十月下旬，再推出第二波捐款小物，可以好好期待！
🔺支持者於線上捐款後，需等待三週的捐款資格審查，若無疑問，系統將自動轉檔匯入捐款點數，捐款者方可兌換捐款小物！
#2024我參加了","2023/10/21 20:25"
"2023/10/16（一）","12:51","大會報告，首批捐款小物已經上線！","2023/10/21 20:25"
"2023/10/18（三）","11:04","2023第21屆遠見高峰會-「向未來領袖提問」論壇現正直播中！
⬇️⬇️⬇️請點選以下圖片觀看直播，一起收聽侯友宜對國家未來的願景！","2023/10/21 20:25"
"2023/10/18（三）","11:04","2023第21屆遠見高峰會-「向未來領袖提問」論壇現正直播中！","2023/10/21 20:25"
"2023/10/19（四）","21:08","明晚不在臺中？線上參與「禿子、漢子、燕子」合體大團結的經典時刻！
2018年「禿子、漢子、燕子」共同形成的國民黨鐵三角，為國民黨帶來勝選，也為中華民國的未來點亮明燈，2024黃金組合團結再出發，邀請您共同守護中華民國，捍衛臺澎金馬！
侯友宜全國第二場萬人造勢大會將在10月20日晚間六點半，於沙鹿區運19棒壘場舉行，不能親臨現場，卻想感受「禿子、漢子、燕子」黃金鐵三角現場魅力的朋友，歡迎透過臉書直播一起參與經典時刻！
「來臺中 挺友宜」侯友宜參選總部暨臺中市立委提名人誓師大會","2023/10/21 20:25"
"2023/10/19（四）","🔺時間：1","0月20日 18:30
🔺地點：臺中市沙鹿區運19棒壘場
🔺誓師大會全程直播，歡迎無法親臨的朋友線上參加","2023/10/21 20:25"
"2023/10/19（四）","21:08","明晚不在臺中？線上參與「禿子、漢子、燕子」合體大團結的經典時刻！","2023/10/21 20:25"
"2023/10/20（五）","19:01","【來台中 挺友宜】侯友宜參選總部暨台中市立委提名人誓師大會現正直播中！
⬇️⬇️⬇️歡迎點擊下方圖片按鈕，到我的臉書粉專收看，並分享給好友，在線上一起參與政黨輪替、贏回國家的過程！","2023/10/21 20:25"
"2023/10/20（五）","19:01","「來台中 挺友宜」侯友宜參選總部暨台中市立委提名人誓師大會現正直播中","2023/10/21 20:25"
"2023/10/21（六）","18:57","【2024守護中華民國】侯友宜總統暨立法委員桃園市競選總部成立大會現正直播中！
⬇️⬇️⬇️請點擊下方圖片按鈕，到我的臉書粉專收看直播，並歡迎分享給更多好友，在線上一起共襄盛舉！","2023/10/21 20:25"
"2023/10/21（六）","18:57","	【2024守護中華民國】侯友宜總統暨立法委員桃園市競選總部成立大會現正直播中！
⬇️⬇️⬇️請點擊下方圖片按鈕，到我的臉書粉專收看直播，並歡迎分享給更多好友，在線上一起共襄盛舉！","2023/10/28 17:04"
"2023/10/21（六）","18:57","	【2024守護中華民國】侯友宜總統暨立法委員桃園市競選總部成立大會現正直播中","2023/10/28 17:04"
"2023/10/23（一）","13:10","	長輩的健康與尊嚴，讓我們一起來實踐！
今天是重陽節，祝福全天下的長輩，平安健康。常有人說，長輩高齡長壽，是子女的福氣，但在即將邁入超高齡社會的台灣，長輩的健康與尊嚴，更需要我們一同來守護！這不只是家庭的責任，政府必須看見長輩的需求，推動具體實質的政策，才能真正落實尊長、敬長、愛長。
先前我提出的廢除80歲以上巴氏量表，以及超過70歲癌症二期以上長者，亦可取消巴氏量表，就是長輩們最迫切的需求，以及家屬最無奈的心聲。除此之外，我也提出老人健保排富免費、提升老農津貼及多項醫療衛生、長照政策，更是要解決長輩們遇到的困境。
看見需求，解決問題，是執政者的義務，我樂見民進黨政府立刻跟進我提出的政策，但令大家納悶的是，除了有些做半套，更無法理解，民進黨完全執政七年多，到底在做什麼？聽見長者的心聲有這麼難嗎？為什麼到了選舉，才想起人民的託付？
與民眾站在一起，是我從事公職43年來不變的角色，我會持續帶來改變，為了長輩的安心樂活，為了台灣下一代的安定繁榮！","2023/10/28 17:04"
"2023/10/23（一）","13:10","	長輩的健康與尊嚴，讓我們一起來實踐！","2023/10/28 17:04"
"2023/10/26（四）","20:00","	房子買不起、社宅排不到、老屋住不安心？讓侯友宜來改變！
安心居住應是每一位公民與生俱來具備的基本權利，房屋應是令人安心的家，而非生硬冰冷的商品，解決臺灣住宅問題，交給侯友宜來改變！
明天上午10點，我將舉辦「排得到、買得起、住得安心」住宅政策記者會，記者會實況將同步於我的Facebook粉絲專頁和YouTube頻道直播，歡迎關心住宅政策，或願與我一同打造安心居住環境的好朋友們，於線上一起關注我所提出的住宅政見！","2023/10/28 17:04"
"2023/10/26（四）","20:00","	房子買不起、社宅排不到、老屋住不安心？讓侯友宜來改變！","2023/10/28 17:04"
"2023/10/27（五）","10:02","	「排得到、買得起、住得安心」住宅政策記者會現正直播中！
現在我正在舉辦「排得到、買得起、住得安心」住宅政策記者會，歡迎關心住宅政策的好朋友們，於線上一起關注我所提出的住宅政見！
⬇️⬇️⬇️請點擊下方圖片按鈕，到我的臉書粉專以及YouTube頻道收看直播，並歡迎分享給更多好友，在線上一起共襄盛舉！","2023/10/28 17:04"
"2023/10/27（五）","10:02","	「排得到、買得起、住得安心」住宅政策記者會現正直播中！","2023/10/28 17:04"
"2023/10/27（五）","20:44","	「禿子、漢子、燕子」高雄再現！打倒騙子！
上週「禿子、漢子、燕子」在台中重現2018黃金鐵三角！本週來到高雄，再次合體，力挺侯友宜！請您站出來，我們一起守護中華民國，捍衛臺澎金馬！
10月28日晚間六點，我們在高雄捷運鳳山西站2號出口，等你一起來！
不能到現場的，可以透過侯友宜臉書直播，不管在哪，我們都心連心，一起牽起友宜的手
侯友宜總統暨立委高雄競選總部成立團結造勢大會","2023/10/28 17:04"
"2023/10/27（五）","🔺時間：1","0月28日 18:00
🔺地點：捷運鳳山西站2號出口(高雄市鳳山區自由路281號)
🔺誓師大會全程直播，歡迎無法親臨的朋友線上參加","2023/10/28 17:04"
